"","X","type","Paying","date","amount","purpose_scrubbed","Paid","purpose","property","city","state","year","month","latlong.x","latlong.y"
"356",356,"FEC","Donald J. Trump for President, Inc.","2016-11-28",49276.57,"Food","Trump Restaurants LLC","MEETING EXPENSE: MEALS","TRUMP RESTAURANTS LLC","New York","NY",2016,NA,NA,"40.762459:-73.973869"
"357",357,"FEC","Donald J. Trump for President, Inc.","2016-11-28",395.03,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230980]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2016,NA,NA,"38.894508:-77.027603"
"358",358,"FEC","Donald J. Trump for President, Inc.","2016-11-28",395.03,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230980]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2016,NA,NA,"38.894508:-77.027603"
"359",359,"FEC","Donald J. Trump for President, Inc.","2016-11-28",139616,"Lodging","Trump Hotel Las Vegas","TRAVEL: LODGING","TRUMP INTERNATIONAL HOTEL LAS VEGAS","Las Vegas","NV",2016,NA,NA,"36.127804:-115.167915"
"360",360,"FEC","Donald J. Trump for President, Inc.","2016-11-28",283500,"Rent","Trump Tower Commercial LLC","RENT","TRUMP TOWER COMMERCIAL LLC","Hicksville","NY",2016,NA,NA,"40.762459:-73.973869"
"361",361,"FEC","Donald J. Trump for President, Inc.","2016-11-28",1271944,"Travel","Tag Air, Inc.","TRAVEL: AIR","TAG AIR, INC.","West Palm Beach","FL",2016,NA,NA,"29.495040:-95.099979"
"362",362,"FEC","Donald J. Trump for President, Inc.","2016-12-01",395.03,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230980]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2016,NA,NA,"38.894508:-77.027603"
"363",363,"FEC","Donald J. Trump for President, Inc.","2016-12-03",585.65,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230980]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2016,NA,NA,"38.894508:-77.027603"
"364",364,"FEC","Donald J. Trump for President, Inc.","2016-12-08",1935.83,"Lodging","Trump Golf Club Miami","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP NATIONAL DORAL","Doral","FL",2016,NA,NA,"25.818840:-80.343826"
"365",365,"FEC","Donald J. Trump for President, Inc.","2016-12-09",7776.17,"Lodging","Trump Golf Club Bedminster","TRAVEL: LODGING","TRUMP INTERNATIONAL GOLF CLUB - BEDMINSTER","Bedminster","NJ",2016,NA,NA,"40.653775:-74.697349"
"366",366,"FEC","Donald J. Trump for President, Inc.","2016-12-13",21843.92,"Lodging","Trump Hotel Chicago","TRAVEL: LODGING [AMEX: SB23.230980]","TRUMP INTERNATIONAL HOTEL AND TOWER","Chicago","IL",2016,NA,NA,"41.889019:-87.626549"
"367",367,"FEC","Donald J. Trump for President, Inc.","2016-12-15",11634.53,"Events","Trump Restaurants LLC","CATERING SERVICES","TRUMP RESTAURANTS LLC","New York","NY",2016,NA,NA,"40.762459:-73.973869"
"368",368,"FEC","Donald J. Trump for President, Inc.","2016-12-18",1785.59,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"369",369,"FEC","Donald J. Trump for President, Inc.","2016-12-19",1687.32,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"370",370,"FEC","Donald J. Trump for President, Inc.","2016-12-19",2408.54,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"371",371,"FEC","Donald J. Trump for President, Inc.","2016-12-19",4404.8,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"372",372,"FEC","Donald J. Trump for President, Inc.","2016-12-20",3647.35,"Events","Trump Restaurants LLC","CATERING SERVICES","TRUMP RESTAURANTS LLC","New York","NY",2016,NA,NA,"40.762459:-73.973869"
"373",373,"FEC","Donald J. Trump for President, Inc.","2016-12-20",5088.44,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"374",374,"FEC","Donald J. Trump for President, Inc.","2016-12-20",3792.83,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"375",375,"FEC","Donald J. Trump for President, Inc.","2016-12-20",790.06,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2016,NA,NA,"38.894508:-77.027603"
"376",376,"FEC","Donald J. Trump for President, Inc.","2016-12-20",1311.6,"Other","Trump Ice LLC","OFFICE SUPPLIES","TRUMP ICE LLC","New York","NY",2016,NA,NA,"40.762459:-73.973869"
"377",377,"FEC","Donald J. Trump for President, Inc.","2016-12-21",29791.99,"Events","Trump Golf Club Bedminster","FACILITY RENTAL & TRAVEL: LODGING","TRUMP NATIONAL GOLD CLUB - BEDMINSTER","Bedminster","NJ",2016,NA,NA,"40.653775:-74.697349"
"378",378,"FEC","Donald J. Trump for President, Inc.","2016-12-21",7251.97,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"379",379,"FEC","Donald J. Trump for President, Inc.","2016-12-21",4660,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"380",380,"FEC","Donald J. Trump for President, Inc.","2016-12-21",130888.33,"Rent","Trump Tower Commercial LLC","RENT","TRUMP TOWER COMMERCIAL LLC","Hicksville","NY",2016,NA,NA,"40.762459:-73.973869"
"381",381,"FEC","Donald J. Trump for President, Inc.","2016-12-22",1974.16,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"382",382,"FEC","Donald J. Trump for President, Inc.","2016-12-22",3591.51,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"383",383,"FEC","Donald J. Trump for President, Inc.","2016-12-22",1064,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"384",384,"FEC","Donald J. Trump for President, Inc.","2016-12-22",2520,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"385",385,"FEC","Donald J. Trump for President, Inc.","2016-12-22",3506.92,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"386",386,"FEC","Donald J. Trump for President, Inc.","2016-12-22",1717.53,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"387",387,"FEC","Donald J. Trump for President, Inc.","2016-12-23",4376.03,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"388",388,"FEC","Donald J. Trump for President, Inc.","2016-12-23",4480,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"389",389,"FEC","Donald J. Trump for President, Inc.","2016-12-30",4376.03,"Lodging","Trump Golf Club Palm Beach","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL GOLF CLUB","West Palm Beach","FL",2016,NA,NA,"26.665794:-80.061525"
"390",390,"FEC","Donald J. Trump for President, Inc.","2017-01-02",395,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"391",391,"FEC","Donald J. Trump for President, Inc.","2017-01-02",452.28,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"392",392,"FEC","Donald J. Trump for President, Inc.","2017-01-03",395.03,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"393",393,"FEC","Donald J. Trump for President, Inc.","2017-01-04",662.99,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"394",394,"FEC","Donald J. Trump for President, Inc.","2017-01-10",395.03,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"395",395,"FEC","Donald J. Trump for President, Inc.","2017-01-10",395.03,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"396",396,"FEC","Donald J. Trump for President, Inc.","2017-01-10",452.28,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"397",397,"FEC","Donald J. Trump for President, Inc.","2017-01-10",75123.75,"Rent","Trump Tower Commercial LLC","RENT","TRUMP TOWER COMMERCIAL LLC","Hicksville","NY",2017,NA,NA,"40.762459:-73.973869"
"398",398,"FEC","Donald J. Trump for President, Inc.","2017-01-12",443.87,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230979]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"399",399,"FEC","Donald J. Trump for President, Inc.","2017-01-26",452.28,"Lodging","Trump Hotel D.C.","TRAVEL: LODGING [AMEX: SB23.230980]","TRUMP INTERNATIONAL HOTEL WASHINGTON DC","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"400",400,"FEC","Donald J. Trump for President, Inc.","2017-01-30",395,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728518]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"401",401,"FEC","Donald J. Trump for President, Inc.","2017-02-10",13828.09,"Events","Trump Hotel Las Vegas","FACILITY RENTAL/CATERING SERVICES","TRUMP INTERNATIONAL HOTEL LAS VEGAS","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"402",402,"FEC","Donald J. Trump for President, Inc.","2017-02-10",1936.98,"Events","Trump Hotel NY","FACILITY RENTAL/CATERING SERVICES","TRUMP INTERNATIONAL HOTEL AND TOWER","New York","NY",2017,NA,NA,"40.769112:-73.981621"
"403",403,"FEC","Donald J. Trump for President, Inc.","2017-02-10",580.52,"Lodging","Trump Hotel Las Vegas","AMEX: TRAVEL: LODGING [SB23.728519]","TRUMP INTERNATIONAL HOTEL LAS VEGAS","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"404",404,"FEC","Donald J. Trump for President, Inc.","2017-02-15",452.28,"Lodging","Trump Hotel Las Vegas","AMEX: TRAVEL: LODGING [SB23.728519]","TRUMP INTERNATIONAL HOTEL LAS VEGAS","Las Vegas","NV",2017,NA,NA,"36.127804:-115.167915"
"405",405,"FEC","Donald J. Trump for President, Inc.","2017-02-17",5912.42,"Events","Trump Restaurants LLC","FACILITY RENTAL/CATERING SERVICES","TRUMP RESTAURANTS LLC","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"406",406,"FEC","Donald J. Trump for President, Inc.","2017-02-21",452.28,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728518]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"407",407,"FEC","Donald J. Trump for President, Inc.","2017-02-21",-428.53,"Other","The Trump Corporation","VOIDED CHECK: SERVICES NOT RENDERED","THE TRUMP CORPORATION","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"408",408,"FEC","Donald J. Trump for President, Inc.","2017-02-21",-828.26,"Other","Trump Ice LLC","VOIDED CHECK: OVERPAYMENT","TRUMP ICE LLC","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"409",409,"FEC","Donald J. Trump for President, Inc.","2017-02-22",828.26,"Other","Trump Ice LLC","OFFICE SUPPLIES","TRUMP ICE LLC","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"410",410,"FEC","Donald J. Trump for President, Inc.","2017-02-22",158996.39,"Rent","Trump Tower Commercial LLC","RENT","TRUMP TOWER COMMERCIAL LLC","Hicksville","NY",2017,NA,NA,"40.762459:-73.973869"
"411",411,"FEC","Donald J. Trump for President, Inc.","2017-02-24",1795.63,"Events","Trump Restaurants LLC","FACILITY RENTAL/CATERING SERVICES","TRUMP RESTAURANTS LLC","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"412",412,"FEC","Donald J. Trump for President, Inc.","2017-02-27",395,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728518]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"413",413,"FEC","Donald J. Trump for President, Inc.","2017-03-04",1356.84,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728561]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"414",414,"FEC","Donald J. Trump for President, Inc.","2017-03-09",313.24,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728561]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"415",415,"FEC","Donald J. Trump for President, Inc.","2017-03-13",940.5,"Other","Trump Ice LLC","OFFICE SUPPLIES","TRUMP ICE LLC","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"416",416,"FEC","Donald J. Trump for President, Inc.","2017-03-13",1000,"Rent","Trump Restaurants LLC","RENT","TRUMP RESTAURANTS LLC","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"417",417,"FEC","Donald J. Trump for President, Inc.","2017-03-13",39892.89,"Rent","Trump Tower Commercial LLC","RENT","TRUMP TOWER COMMERCIAL LLC","Hicksville","NY",2017,NA,NA,"40.762459:-73.973869"
"418",418,"FEC","Donald J. Trump for President, Inc.","2017-03-15",828.26,"Other","Trump Ice LLC","OFFICE SUPPLIES","TRUMP ICE LLC","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"419",419,"FEC","Donald J. Trump for President, Inc.","2017-03-16",-11541.2,"Events","Trump Golf Club Miami","AMEX: REFUND: FACILITY RENTAL [SB23.728560]","TRUMP NATIONAL DORAL","Doral","FL",2017,NA,NA,"25.818840:-80.343826"
"420",420,"FEC","Donald J. Trump for President, Inc.","2017-03-20",795.78,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728561]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"421",421,"FEC","Donald J. Trump for President, Inc.","2017-04-01",1000,"Rent","Trump Restaurants LLC","RENT","TRUMP RESTAURANTS LLC","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"422",422,"FEC","Donald J. Trump for President, Inc.","2017-04-01",39816.67,"Rent","Trump Tower Commercial LLC","RENT","TRUMP TOWER COMMERCIAL LLC","Hicksville","NY",2017,NA,NA,"40.762459:-73.973869"
"423",423,"FEC","Donald J. Trump for President, Inc.","2017-04-05",566.78,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728560]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"424",424,"FEC","Donald J. Trump for President, Inc.","2017-04-05",1133.56,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728561]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"425",425,"FEC","Donald J. Trump for President, Inc.","2017-04-07",238.55,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728561]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"426",426,"FEC","Donald J. Trump for President, Inc.","2017-04-08",204.6,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728560]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"427",427,"FEC","Donald J. Trump for President, Inc.","2017-04-10",452.28,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728561]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"428",428,"FEC","Donald J. Trump for President, Inc.","2017-04-18",910.28,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728561]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"429",429,"FEC","Donald J. Trump for President, Inc.","2017-04-26",1000,"Rent","Trump Restaurants LLC","RENT","TRUMP RESTAURANTS LLC","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"430",430,"FEC","Donald J. Trump for President, Inc.","2017-04-26",39816.67,"Rent","Trump Tower Commercial LLC","RENT","TRUMP TOWER COMMERCIAL LLC","Hicksville","NY",2017,NA,NA,"40.762459:-73.973869"
"431",431,"FEC","Donald J. Trump for President, Inc.","2017-05-03",1104.86,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.728561]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"432",432,"FEC","Donald J. Trump for President, Inc.","2017-05-15",566.78,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.924299]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"433",433,"FEC","Donald J. Trump for President, Inc.","2017-05-24",40816.67,"Rent","Trump Tower Commercial LLC","RENT","TRUMP TOWER COMMERCIAL LLC","Hicksville","NY",2017,NA,NA,"40.762459:-73.973869"
"434",434,"FEC","Donald J. Trump for President, Inc.","2017-05-25",588.21,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.924299]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"435",435,"FEC","Donald J. Trump for President, Inc.","2017-06-20",528.32,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.924299]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"436",436,"FEC","Donald J. Trump for President, Inc.","2017-06-20",243.66,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.924300]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"437",437,"FEC","Donald J. Trump for President, Inc.","2017-06-29",910.28,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.924300]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"438",438,"FEC","Donald J. Trump for President, Inc.","2017-06-30",89561,"Legal","The Trump Corporation","LEGAL CONSULTING","THE TRUMP CORPORATION","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"439",439,"FEC","Donald J. Trump for President, Inc.","2017-07-01",4487.36,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.924300]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"440",440,"FEC","Donald J. Trump for President, Inc.","2017-07-10",1591.56,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.924301]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"441",441,"FEC","Donald J. Trump for President, Inc.","2017-07-13",964.64,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.924301]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"442",442,"FEC","Donald J. Trump for President, Inc.","2017-07-25",1000,"Rent","Trump Restaurants LLC","RENT","TRUMP RESTAURANTS LLC","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"443",443,"FEC","Donald J. Trump for President, Inc.","2017-07-25",39816.67,"Rent","Trump Tower Commercial LLC","RENT","TRUMP TOWER COMMERCIAL LLC","Hicksville","NY",2017,NA,NA,"40.762459:-73.973869"
"444",444,"FEC","Donald J. Trump for President, Inc.","2017-07-27",452.28,"Lodging","Trump Hotel D.C.","AMEX: TRAVEL: LODGING [SB23.924301]","Trump International Hotel","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
"445",445,"FEC","Donald J. Trump for President, Inc.","2017-08-01",37541.67,"Rent","Trump Tower Commercial LLC","RENT","TRUMP TOWER COMMERCIAL LLC","Hicksville","NY",2017,NA,NA,"40.762459:-73.973869"
"446",446,"FEC","Donald J. Trump for President, Inc.","2017-08-03",2000,"Rent","Trump Restaurants LLC","RENT","TRUMP RESTAURANTS LLC","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"447",447,"FEC","Donald J. Trump for President, Inc.","2017-08-03",4550,"Rent","Trump Tower Commercial LLC","RENT","TRUMP TOWER COMMERCIAL LLC","Hicksville","NY",2017,NA,NA,"40.762459:-73.973869"
"448",448,"FEC","Donald J. Trump for President, Inc.","2017-09-07",25885,"Legal","The Trump Corporation","LEGAL CONSULTING","THE TRUMP CORPORATION","New York","NY",2017,NA,NA,"40.762459:-73.973869"
"449",449,"FEC","Donald J. Trump for President, Inc.","2017-09-08",1820.56,"Lodging","Trump Hotel D.C.","AMEX PMT [SB23.925528]: TRAVEL: LODGING","THE TRUMP INTL HOTEL","Washington","DC",2017,NA,NA,"38.894508:-77.027603"
